x,y,recv_pwr0,recv_pwr1,recv_pwr2
75.5,72.5,-50.754,-39.5611,-48.0706
75.5,73.5,-50.8115,-39.2587,-48.1766
75.5,74.5,-50.869,-38.9456,-48.2815
75.5,75.5,-50.9265,-38.6212,-48.3853
75.5,76.5,-50.984,-38.2847,-48.4881
75.5,77.5,-51.0415,-37.935,-48.5897
75.5,78.5,-51.099,-37.5712,-48.6903
75.5,79.5,-51.1565,-37.1922,-48.7899
75.5,80.5,-51.2139,-36.7967,-48.8885
75.5,81.5,-51.2713,-36.3833,-48.986
75.5,82.5,-51.3286,-35.9503,-49.0826
75.5,83.5,-51.3859,-35.4961,-49.1782
75.5,84.5,-51.4431,-35.0185,-49.2729
75.5,85.5,-51.5002,-34.5153,-49.3667
75.5,86.5,-51.5572,-33.984,-49.4595
75.5,87.5,-51.6142,-33.4215,-49.5514
75.5,88.5,-51.671,-32.8247,-49.6425
75.5,89.5,-51.7278,-32.1899,-49.7327
75.5,90.5,-51.7844,-31.5134,-49.822
75.5,91.5,-51.841,-30.7909,-49.9105
75.5,92.5,-51.8974,-30.0187,-49.9982
75.5,93.5,-51.9537,-29.1939,-50.0851
75.5,94.5,-52.0098,-28.3161,-50.1711
75.5,95.5,-52.0659,-27.3902,-50.2564
75.5,96.5,-52.1218,-26.4318,-50.3409
75.5,97.5,-52.1775,-25.4761,-50.4247
75.5,98.5,-52.2332,-24.5897,-50.5077
75.5,99.5,-52.2886,-23.8791,-50.59
76.5,0.5,-365.562,-128.226,-38.1424
76.5,1.5,-365.601,-128.004,-38.1568
76.5,2.5,-365.678,-127.775,-38.1856
76.5,3.5,-365.794,-127.541,-38.2283
76.5,4.5,-365.948,-127.3,-38.2847
76.5,5.5,-366.141,-127.052,-38.3541
76.5,6.5,-366.372,-126.797,-38.436
76.5,7.5,-366.641,-126.534,-38.5296
76.5,8.5,-402.757,-126.263,-38.6342
76.5,9.5,-432.676,-125.983,-38.7489
76.5,10.5,-438.622,-125.694,-38.8729
76.5,11.5,-425.533,-125.395,-39.0053
76.5,12.5,-408.786,-125.085,-39.1453
76.5,13.5,-393.432,-124.764,-39.2921
76.5,14.5,-379.794,-124.431,-39.4448
76.5,15.5,-306.761,-124.083,-39.6026
76.5,16.5,-277.633,-123.722,-39.7649
76.5,17.5,-251.699,-123.345,-39.9309
76.5,18.5,-228.454,-122.951,-40.1001
76.5,19.5,-207.49,-122.538,-40.2717
76.5,20.5,-188.474,-122.104,-40.4454
76.5,21.5,-171.132,-121.647,-40.6205
76.5,22.5,-155.24,-121.165,-40.7968
76.5,23.5,-140.608,-120.655,-40.9737
76.5,24.5,-127.08,-120.112,-41.1509
76.5,25.5,-48.4881,-119.534,-41.3281
76.5,26.5,-48.5226,-118.914,-41.505
76.5,27.5,-48.5583,-118.246,-41.6814
76.5,28.5,-48.5949,-117.523,-41.8571
76.5,29.5,-48.6326,-116.733,-42.0319
76.5,30.5,-48.6711,-115.865,-42.2056
76.5,31.5,-48.7107,-114.9,-42.378
76.5,32.5,-48.7511,-113.813,-42.5492
76.5,33.5,-48.7924,-112.571,-42.7188
76.5,34.5,-48.8345,-111.121,-42.887
76.5,35.5,-48.8775,-109.379,-43.0535
76.5,36.5,-48.9212,-107.197,-43.2184
76.5,37.5,-48.9657,-104.275,-43.3816
76.5,38.5,-49.011,-99.8368,-43.5431
76.5,39.5,-49.0569,-90.2858,-43.7028
76.5,40.5,-59.672,-50.9336,-49.5868
76.5,41.5,-110.564,-45.8626,-90.9301
76.5,42.5,-119.413,-45.7159,-100.307
76.5,43.5,-123.184,-45.5667,-104.582
76.5,44.5,-125.467,-45.4149,-107.35
76.5,45.5,-127.038,-45.2603,-109.387
76.5,46.5,-128.194,-45.1031,-110.993
76.5,47.5,-129.082,-44.9429,-104.43
76.5,48.5,-129.784,-44.7797,-45.0591
76.5,49.5,-130.351,-44.6134,-45.201
76.5,50.5,-130.818,-44.4439,-45.341
76.5,51.5,-131.207,-44.271,-45.4794
76.5,52.5,-131.534,-44.0946,-45.6161
76.5,53.5,-131.813,-43.9146,-45.7511
76.5,54.5,-132.053,-43.7308,-45.8845
76.5,55.5,-132.26,-43.5431,-46.0163
76.5,56.5,-132.44,-43.3512,-46.1465
76.5,57.5,-132.598,-43.1551,-46.2751
76.5,58.5,-132.738,-42.9544,-46.4022
76.5,59.5,-132.862,-42.749,-46.5278
76.5,60.5,-132.973,-42.5387,-46.6519
76.5,61.5,-129.985,-42.3232,-46.7745
76.5,62.5,-119.915,-42.1022,-46.8956
76.5,63.5,-50.3068,-41.8755,-47.0154
76.5,64.5,-50.3627,-41.6429,-47.1338
76.5,65.5,-50.4187,-41.4038,-47.2508
76.5,66.5,-50.4749,-41.1581,-47.3665
76.5,67.5,-50.5311,-40.9053,-47.4808
76.5,68.5,-50.5875,-40.645,-47.5939
76.5,69.5,-50.644,-40.3767,-47.7056
76.5,70.5,-50.7005,-40.1001,-47.8162
76.5,71.5,-50.7571,-39.8144,-47.9255
76.5,72.5,-50.8138,-39.5192,-48.0336
76.5,73.5,-50.8705,-39.2137,-48.1406
76.5,74.5,-50.9273,-38.8973,-48.2464
76.5,75.5,-50.984,-38.5691,-48.351
76.5,76.5,-51.0408,-38.2283,-48.4545
76.5,77.5,-51.0975,-37.8739,-48.557
76.5,78.5,-51.1543,-37.5047,-48.6583
76.5,79.5,-51.211,-37.1196,-48.7586
76.5,80.5,-51.2678,-36.7171,-48.8579
76.5,81.5,-51.3244,-36.2956,-48.9561
76.5,82.5,-51.3811,-35.8534,-49.0534
76.5,83.5,-51.4377,-35.3883,-49.1496
76.5,84.5,-51.4942,-34.8981,-49.2449
76.5,85.5,-51.5506,-34.3799,-49.3393
76.5,86.5,-51.607,-33.8306,-49.4327
76.5,87.5,-51.6633,-33.2464,-49.5252
76.5,88.5,-51.7195,-32.6233,-49.6168
76.5,89.5,-51.7757,-31.9559,-49.7075
76.5,90.5,-51.8317,-31.2386,-49.7974
76.5,91.5,-51.8876,-30.4645,-49.8864
76.5,92.5,-51.9434,-29.6258,-49.9745
76.5,93.5,-51.9991,-28.7142,-50.0619
76.5,94.5,-52.0547,-27.7212,-50.1484
76.5,95.5,-52.1102,-26.6411,-50.2341
76.5,96.5,-52.1655,-25.4761,-50.3191
76.5,97.5,-52.2207,-24.2489,-50.4033
76.5,98.5,-52.2758,-23.029,-50.4867
76.5,99.5,-52.3307,-21.9709,-50.5694
77.5,0.5,-365.884,-128.218,-37.7806
77.5,1.5,-365.921,-127.995,-37.7963
77.5,2.5,-365.997,-127.767,-37.8275
77.5,3.5,-366.11,-127.532,-37.8739
77.5,4.5,-366.26,-127.291,-37.935
77.5,5.5,-366.448,-127.043,-38.0102
77.5,6.5,-366.673,-126.788,-38.0988
77.5,7.5,-366.935,-126.525,-38.1999
77.5,8.5,-398.959,-126.254,-38.3126
77.5,9.5,-430.21,-125.974,-38.436
77.5,10.5,-437.607,-125.684,-38.5691
77.5,11.5,-428.347,-125.385,-38.711
77.5,12.5,-411.739,-125.075,-38.8606
77.5,13.5,-396.304,-124.753,-39.0172
77.5,14.5,-382.541,-124.42,-39.1796
77.5,15.5,-313.345,-124.072,-39.3472
77.5,16.5,-283.837,-123.711,-39.5192
77.5,17.5,-257.569,-123.333,-39.6947
77.5,18.5,-234.029,-122.939,-39.8731
77.5,19.5,-212.803,-122.525,-40.0537
77.5,20.5,-193.552,-122.091,-40.2361
77.5,21.5,-176.001,-121.634,-40.4198
77.5,22.5,-159.92,-121.152,-40.6042
77.5,23.5,-145.119,-120.641,-40.7889
77.5,24.5,-131.437,-120.098,-40.9737
77.5,25.5,-118.74,-119.519,-41.1581
77.5,26.5,-48.6235,-118.899,-41.342
77.5,27.5,-48.6583,-118.231,-41.525
77.5,28.5,-48.6941,-117.507,-41.707
77.5,29.5,-48.7309,-116.717,-41.8878
77.5,30.5,-48.7687,-115.849,-42.0672
77.5,31.5,-48.8073,-114.883,-42.2451
77.5,32.5,-48.8468,-113.796,-42.4215
77.5,33.5,-48.8872,-112.553,-42.5961
77.5,34.5,-48.9285,-111.103,-42.769
77.5,35.5,-48.9705,-109.36,-42.94
77.5,36.5,-49.0133,-107.177,-43.1092
77.5,37.5,-49.0569,-104.254,-43.2765
77.5,38.5,-49.1012,-99.8155,-43.4418
77.5,39.5,-49.1462,-90.2632,-43.6052
77.5,40.5,-59.8696,-50.9227,-49.4296
77.5,41.5,-110.951,-45.8553,-90.6279
77.5,42.5,-119.792,-45.7083,-100.017
77.5,43.5,-123.555,-45.5588,-104.302
77.5,44.5,-125.831,-45.4067,-107.08
77.5,45.5,-127.395,-45.2519,-101.846
77.5,46.5,-128.544,-45.0943,-44.6942
77.5,47.5,-129.424,-44.9338,-44.842
77.5,48.5,-130.12,-44.7703,-44.988
77.5,49.5,-130.681,-44.6036,-45.1321
77.5,50.5,-131.141,-44.4337,-45.2744
77.5,51.5,-131.524,-44.2604,-45.4149
77.5,52.5,-131.846,-44.0836,-45.5536
77.5,53.5,-132.119,-43.9031,-45.6905
77.5,54.5,-132.353,-43.7188,-45.8258
77.5,55.5,-132.554,-43.5306,-45.9593
77.5,56.5,-132.73,-43.3381,-46.0912
77.5,57.5,-132.883,-43.1414,-46.2214
77.5,58.5,-133.017,-42.94,-46.3501
77.5,59.5,-133.136,-42.7339,-46.4771
77.5,60.5,-133.242,-42.5229,-46.6027
77.5,61.5,-133.337,-42.3066,-46.7266
77.5,62.5,-128.354,-42.0847,-46.8491
77.5,63.5,-118.438,-41.8571,-46.9702
77.5,64.5,-50.429,-41.6234,-47.0898
77.5,65.5,-50.4841,-41.3833,-47.2079
77.5,66.5,-50.5395,-41.1364,-47.3247
77.5,67.5,-50.5949,-40.8823,-47.4402
77.5,68.5,-50.6505,-40.6205,-47.5543
77.5,69.5,-50.7061,-40.3507,-47.6671
77.5,70.5,-50.7619,-40.0723,-47.7786
77.5,71.5,-50.8177,-39.7848,-47.8889
77.5,72.5,-50.8736,-39.4874,-47.9979
77.5,73.5,-50.9295,-39.1796,-48.1057
77.5,74.5,-50.9855,-38.8606,-48.2123
77.5,75.5,-51.0415,-38.5296,-48.3178
77.5,76.5,-51.0975,-38.1856,-48.4221
77.5,77.5,-51.1536,-37.8275,-48.5253
77.5,78.5,-51.2096,-37.4542,-48.6274
77.5,79.5,-51.2656,-37.0643,-48.7284
77.5,80.5,-51.3217,-36.6564,-48.8283
77.5,81.5,-51.3776,-36.2287,-48.9273
77.5,82.5,-51.4336,-35.7793,-49.0251
77.5,83.5,-51.4895,-35.3058,-49.122
77.5,84.5,-51.5454,-34.8055,-49.2179
77.5,85.5,-51.6012,-34.2754,-49.3129
77.5,86.5,-51.6569,-33.7118,-49.4068
77.5,87.5,-51.7126,-33.1104,-49.4999
77.5,88.5,-51.7681,-32.4658,-49.592
77.5,89.5,-51.8236,-31.7717,-49.6833
77.5,90.5,-51.8791,-31.0205,-49.7736
77.5,91.5,-51.9344,-30.2025,-49.8631
77.5,92.5,-51.9896,-29.3059,-49.9517
77.5,93.5,-52.0447,-28.3161,-50.0395
77.5,94.5,-52.0997,-27.2147,-50.1265
77.5,95.5,-52.1546,-25.9802,-50.2126
77.5,96.5,-52.2094,-24.5897,-50.298
77.5,97.5,-52.2641,-23.029,-50.3826
77.5,98.5,-52.3186,-21.3264,-50.4664
77.5,99.5,-52.373,-19.6514,-50.5495
78.5,0.5,-366.194,-128.212,-37.403
78.5,1.5,-366.231,-127.99,-37.4202
78.5,2.5,-366.304,-127.761,-37.4542
78.5,3.5,-366.414,-127.527,-37.5047
78.5,4.5,-366.56,-127.285,-37.5712
78.5,5.5,-366.743,-127.037,-37.6529
78.5,6.5,-366.963,-126.782,-37.749
78.5,7.5,-367.219,-126.518,-37.8585
78.5,8.5,-395.106,-126.247,-37.9803
78.5,9.5,-427.512,-125.967,-38.1134
78.5,10.5,-427.708,-125.678,-38.2566
78.5,11.5,-431.037,-125.378,-38.4089
78.5,12.5,-414.649,-125.068,-38.5691
78.5,13.5,-399.15,-124.746,-38.7363
78.5,14.5,-385.27,-124.412,-38.9094
78.5,15.5,-372.953,-124.065,-39.0875
78.5,16.5,-290.037,-123.703,-39.2698
78.5,17.5,-263.435,-123.325,-39.4555
78.5,18.5,-239.599,-122.931,-39.6438
78.5,19.5,-218.109,-122.517,-39.834
78.5,20.5,-198.624,-122.083,-40.0257
78.5,21.5,-180.862,-121.626,-40.2182
78.5,22.5,-164.592,-121.143,-40.4112
78.5,23.5,-149.621,-120.632,-40.6042
78.5,24.5,-135.785,-120.089,-40.7968
78.5,25.5,-122.948,-119.51,-40.9887
78.5,26.5,-48.7233,-118.889,-41.1797
78.5,27.5,-48.7574,-118.221,-41.3696
78.5,28.5,-48.7924,-117.497,-41.5581
78.5,29.5,-48.8283,-116.707,-41.745
78.5,30.5,-48.8652,-115.837,-41.9303
78.5,31.5,-48.903,-114.871,-42.1138
78.5,32.5,-48.9417,-113.785,-42.2955
78.5,33.5,-48.9812,-112.541,-42.4751
78.5,34.5,-49.0216,-111.09,-42.6528
78.5,35.5,-49.0628,-109.347,-42.8284
78.5,36.5,-49.1047,-107.164,-43.0019
78.5,37.5,-49.1473,-104.241,-43.1733
78.5,38.5,-49.1907,-99.8008,-43.3425
78.5,39.5,-49.2348,-90.2465,-43.5096
78.5,40.5,-60.0669,-50.9158,-49.2766
78.5,41.5,-111.337,-45.8503,-90.3335
78.5,42.5,-120.171,-45.7032,-99.7336
78.5,43.5,-123.926,-45.5536,-97.4036
78.5,44.5,-126.194,-45.4013,-44.3131
78.5,45.5,-127.751,-45.2463,-44.4676
78.5,46.5,-128.892,-45.0885,-44.6199
78.5,47.5,-129.767,-44.9277,-44.7703
78.5,48.5,-130.456,-44.764,-44.9186
78.5,49.5,-131.01,-44.5971,-45.065
78.5,50.5,-131.464,-44.4269,-45.2095
78.5,51.5,-131.841,-44.2533,-45.3521
78.5,52.5,-132.157,-44.0762,-45.4928
78.5,53.5,-132.425,-43.8955,-45.6316
78.5,54.5,-132.653,-43.7108,-45.7687
78.5,55.5,-132.849,-43.5222,-45.904
78.5,56.5,-133.019,-43.3294,-46.0375
78.5,57.5,-133.167,-43.1322,-46.1693
78.5,58.5,-133.297,-42.9304,-46.2995
78.5,59.5,-133.411,-42.7239,-46.428
78.5,60.5,-133.512,-42.5123,-46.555
78.5,61.5,-133.602,-42.2955,-46.6803
78.5,62.5,-133.683,-42.0731,-46.8041
78.5,63.5,-126.763,-41.8448,-46.9264
78.5,64.5,-50.4951,-41.6104,-47.0472
78.5,65.5,-50.5495,-41.3696,-47.1665
78.5,66.5,-50.604,-41.1218,-47.2844
78.5,67.5,-50.6586,-40.8668,-47.4009
78.5,68.5,-50.7133,-40.6042,-47.516
78.5,69.5,-50.7682,-40.3333,-47.6298
78.5,70.5,-50.8232,-40.0537,-47.7423
78.5,71.5,-50.8782,-39.7649,-47.8535
78.5,72.5,-50.9333,-39.4662,-47.9634
78.5,73.5,-50.9885,-39.1568,-48.072
78.5,74.5,-51.0437,-38.8361,-48.1795
78.5,75.5,-51.099,-38.5031,-48.2857
78.5,76.5,-51.1543,-38.1568,-48.3908
78.5,77.5,-51.2096,-37.7963,-48.4947
78.5,78.5,-51.2649,-37.4202,-48.5975
78.5,79.5,-51.3203,-37.0271,-48.6992
78.5,80.5,-51.3756,-36.6155,-48.7998
78.5,81.5,-51.4309,-36.1836,-48.8994
78.5,82.5,-51.4861,-35.7291,-48.9979
78.5,83.5,-51.5414,-35.2498,-49.0954
78.5,84.5,-51.5966,-34.7427,-49.1919
78.5,85.5,-51.6517,-34.2044,-49.2874
78.5,86.5,-51.7068,-33.6308,-49.3819
78.5,87.5,-51.7619,-33.0172,-49.4755
78.5,88.5,-51.8168,-32.3575,-49.5681
78.5,89.5,-51.8717,-31.6445,-49.6599
78.5,90.5,-51.9265,-30.8688,-49.7507
78.5,91.5,-51.9813,-30.0187,-49.8406
78.5,92.5,-52.0359,-29.0788,-49.9297
78.5,93.5,-52.0904,-28.0288,-50.018
78.5,94.5,-52.1449,-26.8409,-50.1054
78.5,95.5,-52.1992,-25.4761,-50.1919
78.5,96.5,-52.2534,-23.8791,-50.2777
78.5,97.5,-52.3075,-21.9709,-50.3627
78.5,98.5,-52.3615,-19.6514,-50.4469
78.5,99.5,-52.4154,-16.8894,-50.5303
79.5,0.5,-366.493,-128.21,-37.0084
79.5,1.5,-366.529,-127.987,-37.0271
79.5,2.5,-366.601,-127.759,-37.0643
79.5,3.5,-366.708,-127.524,-37.1196
79.5,4.5,-366.851,-127.283,-37.1922
79.5,5.5,-367.029,-127.034,-37.2813
79.5,6.5,-367.243,-126.778,-37.3859
79.5,7.5,-367.492,-126.515,-37.5047
79.5,8.5,-391.205,-126.244,-37.6367
79.5,9.5,-424.64,-125.964,-37.7806
79.5,10.5,-435.556,-125.674,-37.935
79.5,11.5,-433.572,-125.375,-38.0988
79.5,12.5,-417.512,-125.064,-38.2706
79.5,13.5,-401.971,-124.743,-38.4495
79.5,14.5,-387.98,-124.409,-38.6342
79.5,15.5,-375.539,-124.061,-38.8237
79.5,16.5,-296.232,-123.699,-39.0172
79.5,17.5,-269.295,-123.321,-39.2137
79.5,18.5,-245.163,-122.927,-39.4125
79.5,19.5,-223.41,-122.513,-39.613
79.5,20.5,-203.689,-122.078,-39.8144
79.5,21.5,-185.716,-121.621,-40.0163
79.5,22.5,-169.256,-121.138,-40.2182
79.5,23.5,-154.113,-120.627,-40.4198
79.5,24.5,-140.123,-120.084,-40.6205
79.5,25.5,-127.146,-119.505,-40.8203
79.5,26.5,-48.8222,-118.884,-41.0186
79.5,27.5,-48.8554,-118.215,-41.2155
79.5,28.5,-48.8897,-117.491,-41.4106
79.5,29.5,-48.9248,-116.701,-41.6039
79.5,30.5,-48.9609,-115.832,-41.7952
79.5,31.5,-48.9979,-114.865,-41.9844
79.5,32.5,-49.0358,-113.778,-42.1714
79.5,33.5,-49.0744,-112.535,-42.3562
79.5,34.5,-49.1139,-111.084,-42.5387
79.5,35.5,-49.1542,-109.34,-42.7188
79.5,36.5,-49.1953,-107.157,-42.8967
79.5,37.5,-49.2371,-104.233,-43.0722
79.5,38.5,-49.2796,-99.79,-43.2453
79.5,39.5,-49.3228,-90.2283,-43.4161
79.5,40.5,-60.264,-50.9152,-49.1277
79.5,41.5,-111.723,-45.8479,-84.1386
79.5,42.5,-120.549,-45.7007,-43.9146
79.5,43.5,-124.296,-45.5509,-44.0762
79.5,44.5,-126.557,-45.3986,-44.2356
79.5,45.5,-128.106,-45.2435,-44.3927
79.5,46.5,-129.241,-45.0855,-44.5477
79.5,47.5,-130.109,-44.9247,-44.7005
79.5,48.5,-130.791,-44.7608,-44.8513
79.5,49.5,-131.339,-44.5938,-44.9999
79.5,50.5,-131.787,-44.4235,-45.1465
79.5,51.5,-132.158,-44.2498,-45.2911
79.5,52.5,-132.468,-44.0725,-45.4338
79.5,53.5,-132.73,-43.8916,-45.5745
79.5,54.5,-132.953,-43.7068,-45.7134
79.5,55.5,-133.144,-43.518,-45.8503
79.5,56.5,-133.308,-43.325,-45.9855
79.5,57.5,-133.451,-43.1276,-46.1189
79.5,58.5,-133.576,-42.9256,-46.2506
79.5,59.5,-133.685,-42.7188,-46.3806
79.5,60.5,-133.782,-42.507,-46.5089
79.5,61.5,-133.867,-42.2899,-46.6355
79.5,62.5,-133.944,-42.0672,-46.7606
79.5,63.5,-134.012,-41.8386,-46.8841
79.5,64.5,-125.212,-41.6039,-47.006
79.5,65.5,-50.6146,-41.3627,-47.1265
79.5,66.5,-50.6683,-41.1145,-47.2455
79.5,67.5,-50.7221,-40.8591,-47.363
79.5,68.5,-50.7761,-40.5959,-47.4791
79.5,69.5,-50.8302,-40.3246,-47.5939
79.5,70.5,-50.8844,-40.0444,-47.7072
79.5,71.5,-50.9387,-39.7549,-47.8193
79.5,72.5,-50.993,-39.4555,-47.9301
79.5,73.5,-51.0475,-39.1453,-48.0396
79.5,74.5,-51.1019,-38.8237,-48.1478
79.5,75.5,-51.1565,-38.4897,-48.2548
79.5,76.5,-51.211,-38.1424,-48.3606
79.5,77.5,-51.2656,-37.7806,-48.4653
79.5,78.5,-51.3203,-37.403,-48.5688
79.5,79.5,-51.3749,-37.0084,-48.6711
79.5,80.5,-51.4295,-36.5949,-48.7724
79.5,81.5,-51.4841,-36.1608,-48.8726
79.5,82.5,-51.5387,-35.7039,-48.9717
79.5,83.5,-51.5933,-35.2216,-49.0698
79.5,84.5,-51.6479,-34.7109,-49.1668
79.5,85.5,-51.7024,-34.1684,-49.2629
79.5,86.5,-51.7568,-33.5898,-49.3579
79.5,87.5,-51.8112,-32.9699,-49.452
79.5,88.5,-51.8656,-32.3024,-49.5452
79.5,89.5,-51.9199,-31.5794,-49.6374
79.5,90.5,-51.9741,-30.7909,-49.7287
79.5,91.5,-52.0282,-29.9237,-49.8191
79.5,92.5,-52.0823,-28.9606,-49.9086
79.5,93.5,-52.1362,-27.8777,-49.9973
79.5,94.5,-52.1901,-26.6411,-50.0851
79.5,95.5,-52.2439,-25.2002,-50.172
79.5,96.5,-52.2975,-23.4748,-50.2582
79.5,97.5,-52.3511,-21.3264,-50.3436
79.5,98.5,-52.4046,-18.4864,-50.4281
79.5,99.5,-52.4579,-14.3367,-50.5119
80.5,0.5,-366.783,-50.4007,-36.5949
80.5,1.5,-366.818,-50.3138,-36.6155
80.5,2.5,-366.887,-50.2261,-36.6564
80.5,3.5,-366.992,-50.1375,-36.7171
80.5,4.5,-367.131,-50.0479,-36.7967
80.5,5.5,-367.305,-49.9574,-36.8942
80.5,6.5,-367.514,-49.866,-37.0084
80.5,7.5,-367.757,-49.7736,-37.1379
80.5,8.5,-387.262,-49.6802,-37.2813
80.5,9.5,-421.632,-49.5858,-37.4372
80.5,10.5,-439.295,-49.4904,-37.6041
80.5,11.5,-435.905,-49.3938,-37.7806
80.5,12.5,-420.323,-49.2963,-37.9652
80.5,13.5,-404.764,-49.1976,-38.1568
80.5,14.5,-390.671,-49.0977,-38.3541
80.5,15.5,-378.111,-48.9967,-38.556
80.5,16.5,-302.424,-48.8945,-38.7614
80.5,17.5,-275.151,-48.7911,-38.9696
80.5,18.5,-250.723,-48.6865,-39.1797
80.5,19.5,-228.705,-48.5806,-39.3909
80.5,20.5,-208.748,-48.4733,-39.6026
80.5,21.5,-190.564,-48.3648,-39.8144
80.5,22.5,-173.913,-48.2548,-40.0257
80.5,23.5,-158.598,-48.1435,-40.2361
80.5,24.5,-144.452,-48.0307,-40.4454
80.5,25.5,-131.334,-47.9164,-40.6531
80.5,26.5,-119.124,-47.8006,-40.8591
80.5,27.5,-48.9525,-47.6832,-41.0632
80.5,28.5,-48.986,-47.5642,-41.2651
80.5,29.5,-49.0204,-47.4436,-41.4648
80.5,30.5,-49.0557,-47.3213,-41.6622
80.5,31.5,-49.0919,-47.1972,-41.8571
80.5,32.5,-49.1289,-47.0713,-42.0496
80.5,33.5,-49.1668,-46.9436,-42.2395
80.5,34.5,-49.2055,-46.8139,-42.4269
80.5,35.5,-49.2449,-46.6823,-42.6116
80.5,36.5,-49.2852,-46.5487,-42.7938
80.5,37.5,-49.3261,-46.413,-42.9734
80.5,38.5,-49.3677,-46.2751,-43.1505
80.5,39.5,-49.4101,-46.135,-43.325
80.5,40.5,-90.1744,-45.9927,-43.497
80.5,41.5,-112.108,-45.8479,-43.6665
80.5,42.5,-120.926,-45.7007,-43.8335
80.5,43.5,-124.665,-45.5509,-43.9981
80.5,44.5,-126.919,-45.3986,-44.1603
80.5,45.5,-128.461,-45.2435,-44.3201
80.5,46.5,-129.589,-45.0855,-44.4777
80.5,47.5,-130.45,-44.9247,-44.6329
80.5,48.5,-131.126,-44.7608,-44.786
80.5,49.5,-131.668,-44.5938,-44.9368
80.5,50.5,-132.11,-44.4235,-45.0855
80.5,51.5,-132.475,-44.2498,-45.2322
80.5,52.5,-132.779,-44.0725,-45.3767
80.5,53.5,-133.035,-43.8916,-45.5193
80.5,54.5,-133.253,-43.7068,-45.6599
80.5,55.5,-133.438,-43.518,-45.7986
80.5,56.5,-133.598,-43.325,-45.9353
80.5,57.5,-133.736,-43.1276,-46.0703
80.5,58.5,-133.855,-42.9256,-46.2034
80.5,59.5,-133.96,-42.7188,-46.3348
80.5,60.5,-134.052,-42.507,-46.4644
80.5,61.5,-134.133,-42.2899,-46.5923
80.5,62.5,-134.205,-42.0672,-46.7186
80.5,63.5,-134.269,-41.8386,-46.8433
80.5,64.5,-133.347,-41.6039,-46.9664
80.5,65.5,-123.7,-41.3627,-47.0879
80.5,66.5,-50.7325,-41.1145,-47.2079
80.5,67.5,-50.7856,-40.8591,-47.3265
80.5,68.5,-50.8388,-40.5959,-47.4436
80.5,69.5,-50.8921,-40.3246,-47.5593
80.5,70.5,-50.9455,-40.0444,-47.6735
80.5,71.5,-50.999,-39.7549,-47.7865
80.5,72.5,-51.0526,-39.4555,-47.8981
80.5,73.5,-51.1063,-39.1453,-48.0083
80.5,74.5,-51.1601,-38.8237,-48.1174
80.5,75.5,-51.2139,-38.4897,-48.2251
80.5,76.5,-51.2678,-38.1424,-48.3317
80.5,77.5,-51.3217,-37.7806,-48.437
80.5,78.5,-51.3756,-37.403,-48.5412
80.5,79.5,-51.4295,-37.0084,-48.6442
80.5,80.5,-51.4835,-36.5949,-48.7461
80.5,81.5,-51.5374,-36.1608,-48.8468
80.5,82.5,-51.5914,-35.7039,-48.9465
80.5,83.5,-51.6453,-35.2216,-49.0452
80.5,84.5,-51.6992,-34.7109,-49.1428
80.5,85.5,-51.7531,-34.1684,-49.2393
80.5,86.5,-51.8069,-33.5898,-49.3349
80.5,87.5,-51.8607,-32.9699,-49.4295
80.5,88.5,-51.9144,-32.3024,-49.5231
80.5,89.5,-51.9681,-31.5794,-49.6158
80.5,90.5,-52.0217,-30.7909,-49.7075
80.5,91.5,-52.0752,-29.9237,-49.7984
80.5,92.5,-52.1287,-28.9606,-49.8883
80.5,93.5,-52.1821,-27.8777,-49.9774
80.5,94.5,-52.2354,-26.6411,-50.0656
80.5,95.5,-52.2886,-25.2002,-50.153
80.5,96.5,-52.3418,-23.4748,-50.2395
80.5,97.5,-52.3948,-21.3264,-50.3252
80.5,98.5,-52.4477,-18.4864,-50.4101
80.5,99.5,-52.5005,-14.3367,-50.4943
81.5,0.5,-367.063,-50.4015,-36.1608
81.5,1.5,-367.097,-50.3147,-36.1836
81.5,2.5,-367.165,-50.227,-36.2287
81.5,3.5,-367.267,-50.1384,-36.2956
81.5,4.5,-367.403,-50.0488,-36.3833
81.5,5.5,-367.573,-49.9584,-36.4904
81.5,6.5,-367.776,-49.867,-36.6155
81.5,7.5,-368.014,-49.7746,-36.7571
81.5,8.5,-383.281,-49.6812,-36.9134
81.5,9.5,-418.517,-49.5868,-37.0828
81.5,10.5,-439.594,-49.4914,-37.2636
81.5,11.5,-437.963,-49.3949,-37.4542
81.5,12.5,-423.077,-49.2974,-37.6529
81.5,13.5,-407.529,-49.1987,-37.8585
81.5,14.5,-393.344,-49.0989,-38.0695
81.5,15.5,-380.668,-48.9979,-38.2847
81.5,16.5,-308.612,-48.8958,-38.5031
81.5,17.5,-281.004,-48.7924,-38.7237
81.5,18.5,-256.277,-48.6878,-38.9456
81.5,19.5,-233.995,-48.5819,-39.1682
81.5,20.5,-213.802,-48.4747,-39.3909
81.5,21.5,-195.405,-48.3661,-39.613
81.5,22.5,-178.563,-48.2562,-39.834
81.5,23.5,-163.075,-48.1449,-40.0537
81.5,24.5,-148.772,-48.0321,-40.2717
81.5,25.5,-135.512,-47.9179,-40.4877
81.5,26.5,-123.174,-47.8021,-40.7015
81.5,27.5,-49.0487,-47.6848,-40.9129
81.5,28.5,-49.0814,-47.5659,-41.1218
